command,index
"nmcli dev wifi connect ""GAREEB"" password ""RADHEKRISHNA"" hidden yes",8642
nmcli radio wifi,8643
nmcli dev wifi rescan ,8644
nmcli dev wifi ,8645
nmcli radio wifi on,8646
nmcli radio wifi,8647
nmcli dev wifi ,8648
systemctl status NetworkManager,8649
nmcli dev wifi ,8650
"nmcli dev wifi connect ""Redmi Note 8"" password ""manjay1996""",8651
nmcli dev wifi ,8652
paru -Sy,8653
paru -Syu,8654
cd ~/dotfiles/hyprland/.config/hypr/,8655
v,8656
paru -Q | grep brigh,8657
z,8658
cd dot,8659
gs,8660
ga,8661
"gc ""Config: hypr""",8662
gp,8663
cd ~/dotfiles/hyprland/.config/hypr/,8664
v,8665
cd dot,8666
stow hyprland,8667
cd ~/dotfiles/hyprland/.config/hypr/,8668
v,8669
pwd,8670
thunar,8671
v,8672
hyprctl reload,8673
cd ~/dotfiles/hyprland/.config/hypr/,8674
v,8675
cd ~/dotfiles/hyprland/.config/hypr/,8676
v,8677
cd ~/dotfiles/hyprland/.config/hypr/,8678
gs,8679
ga,8680
"gc ""Config: hypr""",8681
gp,8682
v,8683
gs,8684
ga,8685
"gc ""Config: hypr""",8686
gp,8687
gs,8688
cd ~/dotfiles/hyprland/.config/hypr/,8689
ls,8690
la,8691
paru wlogout,8692
paru -S wlogout,8693
nvim ~/coding/settings/package_for_hyprland.md,8694
fs,8695
wlogout,8696
cd dot,8697
stow wlogout,8698
wlogout,8699
ls,8700
stow wlogout,8701
ls,8702
stow wlogout,8703
wlogout,8704
cd ~/dotfiles/waybar/.config/waybar/,8705
v,8706
cd ~/dotfiles/wlogout/.config/wlogout/,8707
v,8708
cd ~/dotfiles/waybar/.config/waybar/,8709
v,8710
cd ~/dotfiles/waybar/.config/waybar/,8711
y,8712
thunar,8713
y,8714
btop,8715
wlogout,8716
cd ~/dotfiles/wlogout/.config/wlogout/,8717
ls,8718
v,8719
wlogout,8720
v,8721
wlogout,8722
cd ~/dotfiles/hyprland/.config/hypr/,8723
ls,8724
mkdir scripts,8725
touch scripts/lockscreen,8726
v,8727
wlogout,8728
sudo wlogout,8729
wlogout,8730
cd ~/dotfiles/wlogout/.config/wlogout/,8731
v,8732
wlogout,8733
y,8734
cd ~/dotfiles/wlogout/.config/wlogout/,8735
v,8736
wlogout,8737
v,8738
wlogout,8739
cd ~/dotfiles/waybar/.config/waybar/,8740
v,8741
y,8742
cd ~/dotfiles/waybar/.config/waybar/,8743
v,8744
gs,8745
ga,8746
"gc ""Config: wlogout""",8747
cd ~/dotfiles/waybar/.config/waybar/,8748
v,8749
cd ~/dotfiles/waybar/.config/waybar/,8750
v,8751
cd ~/dotfiles/waybar/.config/waybar/,8752
v,8753
w,8754
q,8755
cd ~/dotfiles/waybar/.config/waybar/,8756
v,8757
cd ~/dotfiles/waybar/.config/waybar/,8758
v,8759
cd ~/dotfiles/waybar/.config/waybar/,8760
v,8761
cd ~/dotfiles/waybar/.config/waybar/,8762
v,8763
cd nv\,8764
cd nv,8765
cd ~/dotfiles/waybar/.config/waybar/,8766
v,8767
"notify-send ""hello "" ""rio""",8768
y,8769
"notify-send ""hello "" ""rio""",8770
cd dow,8771
ls,8772
y,8773
gcl https://github.com/sejjy/hyprrice.git,8774
cd ~/dotfiles/waybar/.config/waybar/,8775
cd ~/dotfiles/hyprland/.config/hypr/,8776
v,8777
cd ~/dotfiles/hyprland/.config/hypr/,8778
v,8779
cd dot,8780
cs,8781
gs,8782
cd ~/dotfiles/hyprland/.config/hypr/,8783
v,8784
cd ~/backup/,8785
ls,8786
mv rofi ~/dotfiles/rofi/.config/,8787
mv -r rofi ~/dotfiles/rofi/.config/,8788
cp -r rofi ~/dotfiles/rofi/.config/,8789
paru -Q | grep xfce4,8790
paru -Q | grep xfce4-goodies,8791
paru -Rns xfce4,8792
paru -Scc,8793
paru -Sc,8794
paru -Rns xfce4 xfce4-goodies,8795
y,8796
sudo pacman -Qdtq | sudo pacman -Rns -,8797
y,8798
sudo pacman -Qdtq | sudo pacman -Rns -,8799
sudo pacman -Qdtq | sudo pacman -Rns -y,8800
sudo pacman -Qdtq | sudo pacman -Rns - -y,8801
sudo pacman -Qdtq | sudo pacman -Rns ,8802
sudo pacman -Qdtq | sudo pacman -Rns -,8803
paru -Qiscdoc,8804
paru -Qi scdoc,8805
paru -Rns scdoc,8806
y,8807
cd /etc/X11/,8808
ls,8809
cd ..,8810
ls,8811
rm -rf X11,8812
sudo rm -rf X11,8813
cd xdg/,8814
ls,8815
"notify-send ""hello "" ""rio""",8816
fs,8817
sys mem,8818
btop,8819
sys mem,8820
y,8821
pkexec timeshift-gtk,8822
sudo pkexec timeshift-gtk,8823
sudo timeshift-gtk,8824
sudo -E timeshift-gtk,8825
y,8826
xdg-settings get default-url-scheme terminal,8827
xdg-settings get  terminal,8828
xdg-settings ,8829
xdg-settings get,8830
xdg-mim,8831
xdg-mime,8832
cd /usr/share/applications,8833
ls,8834
ls | grep ghostty,8835
xdg-mime default com.mitchellh.ghostty.desktop x-terminal-emulator,8836
xdg-mime default com.mitchellh.ghostty.desktop application/x-terminal-emulator,8837
ls,8838
pwd,8839
paru -S polkit,8840
paru -S polkit-gnome,8841
paru -Q lxsession,8842
paru -S polkit-gnome,8843
which polkit-gnome-authentication-agent-1,8844
sudo systemctl enable --now polkit.service,8845
sudo systemctl status polkit.service,8846
cd ~/dotfiles/hyprland/.config/hypr/,8847
v,8848
cd ~/dotfiles/hyprland/.config/hypr/,8849
v,8850
cd /etc/polkit-1/,8851
ls,8852
cd rules.d/,8853
"fzf --preview=""bat {}""",8854
sudo cd rules.d/,8855
sudo cd rules.d,8856
ls,8857
cd,8858
sudo cd /etc/polkit-1/rules.d/,8859
cd /etc/polkit-1/rules.d/,8860
paru -Qi polkit,8861
cd /usr/share/applications,8862
ls,8863
timeshift-launcher,8864
v,8865
sudo nvim timeshift-gtk.desktop,8866
systemctl status polkit.service,8867
ls /etc/polkit-1/rules.d/,8868
sudo vi /etc/polkit-1/rules.d/99-timeshift.rules,8869
sudo systemctl restart polkit.service,8870
cd ~/dotfiles/hyprland/.config/hypr/,8871
cd /usr/share/applications,8872
sudo nvim timeshift-gtk.desktop,8873
sudo rm -rf /etc/polkit-1/rules.d/99-timeshift.rules,8874
sudo ls /etc/polkit-1/rules.d/99-timeshift.rules,8875
cd hyprland/.config/hypr/,8876
cd ~/dotfiles/hyprland/.config/hypr/,8877
v,8878
gs,8879
ga,8880
"gc ""Config: wlogout""",8881
gs,8882
ga,8883
"gc ""Config: wlogout""",8884
cd dot,8885
gs,8886
ga,8887
"gc ""Config: wlogout""",8888
gs,8889
gp,8890
paru -Rns polkit-gnome,8891
fs,8892
history,8893
history | grep paru -S ,8894
"history | grep ""paru -S"" ",8895
"notify-send ""hello "" ""rio""",8896
cd dot,8897
gs,8898
cd ~/dotfiles/hyprland/.config/hypr/,8899
v,8900
cd dot,8901
ls,8902
gs,8903
ga,8904
"gc ""Config: hypr""",8905
gs,8906
cd ~/dotfiles/hyprland/.config/hypr/,8907
v,8908
cd dot,8909
gs,8910
ga,8911
"gc ""Config: hypr""",8912
gp,8913
y,8914
cd dot,8915
gs,8916
cd ~/dotfiles/hyprland/.config/hypr/,8917
v,8918
ls,8919
cd dot,8920
gs,8921
ga,8922
"gc ""Config: hypr""",8923
gp,8924
paru -Q | grep arch,8925
paru -Rns xarchiver,8926
paru -Qi libarchiv,8927
tar,8928
fs,8929
paru -Sy,8930
paru -Syu,8931
btop,8932
fs,8933
cd hyprland/.config/hypr/,8934
cd ~/dotfiles/hyprland/.config/hypr/,8935
v,8936
cd ~/dotfiles/waybar/.config/waybar/,8937
v,8938
cd ~/dotfiles/hyprland/.config/hypr/,8939
v,8940
cd dot,8941
gs,8942
ga,8943
"gc ""Config: hypr""",8944
gp,8945
gs,8946
nmcli dev wifi ,8947
gp,8948
ls,8949
ping github.com,8950
ping google.com,8951
cd dot,8952
gp,8953
ping google.com,8954
ping github.com,8955
ip addr,8956
cd dot,8957
gs,8958
y,8959
gs,8960
ga,8961
"gc ""Remove: Rainbow icon""",8962
gs,8963
du,8964
cd dot,8965
du,8966
ls .git,8967
sudo systemctl restart NetworkManager,8968
sudo systemctl status NetworkManager,8969
ls,8970
gp,8971
paru -Q | grep gtk3,8972
cd ~/dotfiles/rofi/.config/rofi/,8973
ls,8974
v,8975
cd /usr/share/applications,8976
v,8977
sudo nvim btop.desktop,8978
which foot,8979
sudo nvim btop.desktop,8980
sudo nvim yazi.desktop,8981
cd ~/dotfiles/hyprland/.config/hypr/,8982
y,8983
z,8984
paru -Q | grep hyprcursor,8985
"xprop | grep ""WM_CLASS""",8986
v,8987
"xprop | grep ""WM_CLASS""",8988
sudo cp -r ~/.icons/Bibata-Modern-Ice /usr/share/icons/,8989
ls /usr/share/icons/Bibata-Modern-Ice,8990
sudo nvim /etc/sddm.conf,8991
sudo nvim /etc/sddm.conf.d/theme.conf.user,8992
sudo nvim /etc/default/console-setup,8993
sudo update-icon-caches /usr/share/icons/Bibata-Modern-Ice,8994
ls /usr/share/icons/Bibata-Modern-Ice/cursor.theme,8995
grep -r CursorTheme /etc/sddm.conf /etc/sddm.conf.d/,8996
sudo nvim /etc/sddm.conf.d/theme.conf.user,8997
sudo ls /etc/sddm.conf.d/theme.conf.user,8998
sudo cat /etc/sddm.conf.d/theme.conf.user,8999
sudo gtk-update-icon-cache /usr/share/icons/Bibata-Modern-Ice,9000
y,9001
cd dot,9002
ls,9003
y,9004
q,9005
y,9006
cd ~/dotfiles/hyprland/.config/hypr/,9007
v,9008
cd dot,9009
gs,9010
ga,9011
"gc ""Config: hypr""",9012
gp,9013
paru -Sy,9014
paru -Syu,9015
cd ~/dotfiles/waybar/.config/waybar/,9016
cd ~/dotfiles/hyprland/.config/hypr/,9017
v,9018
cd dot,9019
ga,9020
"gc ""Config: hypr""",9021
gp,9022
y,9023
paru -Q | grep network,9024
paru -Qi network-manager-applet,9025
paru -Rns network-manager-apple,9026
paru -Rns network-manager-applet,9027
fs,9028
y,9029
paru -Q | grep volume,9030
paru -Q | grep control,9031
paru -Qi pavucontrol,9032
paru -Rns pavucontrol,9033
paru -Q | grep video,9034
paru -Q | grep qt,9035
paru -Q | grep test,9036
paru -Qi gtest,9037
paru -Q | grep v4,9038
paru -Qi v4l-utils,9039
y,9040
nmcli dev wifi ,9041
nmcli con show,9042
q,9043
nmcli dev wifi ,9044
nmcli con show,9045
"nmcli dev wifi connect ""Redmi Note 10"" password bindesh1010",9046
y,9047
ls,9048
cd dot,9049
gs,9050
ga,9051
"gc ""Config: rofi""",9052
gp,9053
gs,9054
fs,9055
paru -Q | grep rofi,9056
rofi,9057
rofi -show drun,9058
cd dow,9059
ls,9060
gcl https://github.com/JaKooLit/Hyprland-Dots.git,9061
y,9062
cd dot,9063
gs,9064
ga,9065
"gc ""Config: wlogout""",9066
gs,9067
gp,9068
y,9069
pwd,9070
y,9071
rofi -show drun,9072
y,9073
cd dot,9074
gs,9075
cd dot,9076
gs,9077
ga,9078
"gc ""Config: rofi""",9079
gs,9080
gp,9081
cd dot,9082
y,9083
cd dot,9084
ls,9085
gs,9086
pwd,9087
gs,9088
gp,9089
y,9090
y,9091
fs,9092
y,9093
fs,9094
fastfetch,9095
y,9096
cd dot,9097
ls,9098
gs,9099
cava,9100
paru -S cava,9101
fs,9102
cava,9103
cd dot,9104
gs,9105
cd dot,9106
pwd,9107
gs,9108
y,9109
ga,9110
"gc ""Config: rofi""",9111
gp,9112
fs,9113
y,9114
cd ~/Images/arch/,9115
ls,9116
pwd,9117
fastfetch,9118
fs,9119
fastfetch,9120
fs,9121
cd dot,9122
ls,9123
gs,9124
ga,9125
"gc ""Config: rofi""",9126
gp,9127
y,9128
cd nv,9129
gs,9130
gp,9131
v,9132
:q,9133
ls,9134
paru -Sy,9135
paru -Syu,9136
btop,9137
paru -S swaync,9138
y,9139
y,9140
swaync,9141
paru -Rns dunst,9142
"notify-send ""hello "" ""rio""",9143
swaync,9144
bash,9145
cd sot,9146
cd dot,9147
ls,9148
gs,9149
ga,9150
"gc ""Add: swaync""",9151
gp,9152
ls,9153
y,9154
cd dot,9155
ls,9156
stow .,9157
y,9158
ls,9159
pwd,9160
cd ~/dotfiles/,9161
ls,9162
gs,9163
ls,9164
ls qt/.config/,9165
y,9166
trash-list ,9167
y,9168
cd dot,9169
y,9170
t,9171
ls,9172
pwd,9173
y,9174
cd dot,9175
gs,9176
ga,9177
"gc ""Config: hypr""",9178
gp,9179
qt6ct,9180
paru -Q | grep qt6ct,9181
paru -Q | grep qt6,9182
fs,9183
"history | grep ""paru -S"" ",9184
"history | grep ""paru -R"" ",9185
cd ~/dotfiles/,9186
ls,9187
cd themes/.themes,9188
ls,9189
ls ~/.themes/,9190
ls ~/.icons,9191
ls ~/.fonts,9192
ls ~/.fonts/JetBrains/,9193
y,9194
fs,9195
y,9196
cd dot,9197
pwd,9198
stow .,9199
y,9200
ls,9201
cd dot,9202
tree,9203
v,9204
fs,9205
y,9206
ls,9207
cd dot,9208
ls,9209
stow gtk3,9210
stow gtk4,9211
ls,9212
stow qt,9213
stow env,9214
ls sddm/,9215
la sddm/,9216
tmux,9217
stow tmux,9218
tmux new -s rio,9219
y,9220
fs,9221
fastfetch,9222
fs,9223
ls ~/.themes/GurudevDark/gtk-3.0,9224
ls ~/.themes/GurudevDark/,9225
cd,9226
ls,9227
ls .themes/,9228
ls .themes/Gruvbox-Dark,9229
y,9230
fs,9231
ls ~/.themes/GurudevDark/gtk-3.0,9232
ls ~/.themes/Gurudev-Dark/gtk-3.0,9233
y,9234
cd dow,9235
y,9236
c,9237
y,9238
y,9239
cd dot,9240
gs,9241
ga,9242
"gc ""Config: hypr""",9243
gp,9244
fs,9245
fastfetch,9246
cd dot,9247
gs,9248
y,9249
fs,9250
cd dot,9251
gs,9252
ga,9253
"gc ""Config: hypr""",9254
gp,9255
fastfetch,9256
"history | grep ""timeshift"" ",9257
mkdir -p ~/.local/bin,9258
mkdir  ~/.local/bin,9259
ls~/.local/bin,9260
ls ~/.local/bin,9261
tree ~/.local/bin,9262
nvim ~/.local/bin/timeshift-launcher,9263
chmod +x ~/.local/bin/timeshift-launcher,9264
mkdir ~/.local/share/applications,9265
nvim ~/.local/share/applications/timeshift-launcher.desktop,9266
rofi -show drun,9267
y,9268
ls,9269
pwd,9270
cd dot,9271
gs,9272
ga,9273
"gc ""Config: hypr""",9274
gp,9275
"sudo echo ""test""",9276
~/.local/bin/timeshift-launcher,9277
cd /usr/share/applications,9278
ls,9279
la,9280
ls,9281
sudo nvim timeshift-gtk.desktop,9282
nvim ~/.local/share/applications/timeshift-launcher.desktop,9283
ls,9284
update-desktop-database /usr/share/applications,9285
sudo update-desktop-database /usr/share/applications,9286
sudo nvim timeshift-gtk.desktop,9287
nvim timeshift-gtk.desktop,9288
mkdir  ~/.local/share/icons,9289
nvim timeshift-gtk.desktop,9290
y,9291
rofi -dmenu -i < ~/.local/share/applications/*,9292
cd /usr/share/applications,9293
sudo nvim timeshift-gtk.desktop,9294
cd ~/.local/bin/,9295
ls,9296
cat timeshift-launcher,9297
cd ../share/applications/,9298
ls,9299
nvim timeshift-gtk.desktop,9300
y,9301
cd /usr/share/applications,9302
nvim timeshift-gtk.desktop,9303
cd ~/.local/bin/,9304
cd /usr/share/applications,9305
ls,9306
cd ~/.local/bin/,9307
cd ../share/applications/,9308
ls,9309
cd,9310
cd..,9311
cd ..,9312
ls,9313
cd ~/.local/bin/,9314
cd ../share/applications/,9315
ls,9316
chmod +x ~/.local/bin/timeshift-gtk,9317
cd ~/.local/bin/,9318
ls,9319
y,9320
"history | grep ""timeshift"" ",9321
sudo chmod +x ~/.local/share/applications/timeshift-gtk.desktop,9322
sudo nvim timeshift-gtk.desktop,9323
cd ~/.local/bin/,9324
cd ../share/applications/,9325
ls,9326
y,9327
ls,9328
cd /usr/share/applications,9329
ls,9330
touch  timeshift-gtk.desktop,9331
y,9332
sudo chmod +x ~/.local/share/applications/timeshift-gtk.desktop,9333
nvim timeshift-gtk.desktop,9334
sudo nvim timeshift-gtk.desktop,9335
history,9336
update-desktop-database /usr/share/applications,9337
sudo update-desktop-database /usr/share/applications,9338
y,9339
cd /usr/share/applications,9340
ls,9341
ll,9342
sudo chmod +x timeshift-gtk.desktop,9343
ll,9344
sudo nvim timeshift-gtk.desktop,9345
sudo chmod -x timeshift-gtk.desktop,9346
ll,9347
gs,9348
fs,9349
paru -Sy,9350
paru -Syu,9351
ls,9352
7z a dotfiles ./dotfiles,9353
ls,9354
y,9355
ls,9356
cd,9357
ls,9358
y,9359
ls,9360
fs,9361
cd dot,9362
gs,9363
ls,9364
paru -Sy,9365
paru -Syu,9366
paru -Q | grep nouveau,9367
paru -S nvidia-390xx nvidia-390xx-utils,9368
"history | grep ""nvidia"" ",9369
cd /etc/modprobe.d/,9370
ls,9371
paru -S nvidia-390xx-dkms nvidia-390xx-utils ,9372
paru -Q | grep nouveau,9373
paru -Rns nouveau-fw xf86-video-nouveau,9374
ls,9375
nvidia-smi,9376
btop,9377
sudo nvim  /etc/modprobe.d/blacklist-nouveau.conf,9378
sudo mkinitcpio -P,9379
cd /etc/modprobe.d/,9380
ls,9381
ls blacklist-nouveau.conf,9382
cat blacklist-nouveau.conf,9383
lsmod |grep nvidia,9384
sudo dkms status,9385
nvidia-smi,9386
cd dot,9387
cd hyprland/.config/hypr/,9388
cd backup/,9389
ls,9390
cd ~/backup/,9391
ls,9392
cat 20-nvidia.conf,9393
cd /etc/,9394
ls,9395
mkdir X11/xorg.conf.d/,9396
sudo mkdir X11/xorg.conf.d/,9397
sudo mkdir X11/xorg.conf.d,9398
sudo mkdir -p mkdir X11/xorg.conf.d,9399
cd X11/xorg.conf.d/,9400
ls,9401
cp ~/backup/20-nvidia.conf ./,9402
sudo cp ~/backup/20-nvidia.conf ./,9403
ls,9404
paru -S nvidia-390xx-dkms nvidia-390xx-utils --overwrite '*',9405
sudo reboot now,9406
cd dot,9407
cd hyprland/.config/hypr/,9408
nvim config/monitor.conf,9409
fastfetch,9410
lsmod |grep nvidia,9411
cat ~/dotfiles/hyprland/.config/hypr/config/monitor.conf,9412
hyprctl monitors all,9413
nvim config/monitor.conf,9414
sudo reboot now,9415
fs,9416
cd dot,9417
gs,9418
git restore hyprland/.config/hypr/config/monitor.conf,9419
fastfetch,9420
hyprctl monitors all,9421
jurnalctl -b -u hyprrland,9422
lsmod,9423
btop,9424
cd /etc/modprobe.d/,9425
ls,9426
rm -rf blacklist-nouveau.conf,9427
sudo rm -rf blacklist-nouveau.conf,9428
ls,9429
cd /etc/X11/,9430
ls,9431
cd ..,9432
ls,9433
sudo rm -rf X11,9434
cd,9435
paru -Rns nvidia-390xx-dkms nvidia-390xx-utils ,9436
paru -S nouveau-fw xf86-video-nouveau,9437
paru -S nouveau-fw,9438
paru -S xf86-video-nouveau,9439
sudo reboot now,9440
hyprctl monitors all,9441
fs,9442
lamod | grep nouveau,9443
lsmod | grep nouveau,9444
ls,9445
fs,9446
pws,9447
ls,9448
cd dot,9449
gs,9450
y,9451
ls,9452
pwd,9453
hyprctl clients,9454
hyprctl clients | grep xwayland,9455
y,9456
hyprctl reload,9457
y,9458
cd dot,9459
ls,9460
gs,9461
git restore hyprland/.config/hypr/config/env.conf,9462
gs,9463
fs,9464
ls,9465
la ,9466
ls .a,9467
lla,9468
la,9469
cd /usr/share/,9470
ls,9471
cd icons/,9472
ls,9473
cd ~/dotfiles/hyprland/.config/hypr/,9474
v,9475
y,9476
fs,9477
y,9478
ls,9479
gs,9480
git restore hyprland/.config/hypr/config/env.conf ,9481
cd dot,9482
git restore hyprland/.config/hypr/config/env.conf ,9483
gs,9484
git restore gtk3/.config/gtk-3.0/settings.ini gtk4/.config/gtk-4.0/settings.ini,9485
gs,9486
cd nv\,9487
cd nv,9488
v,9489
hyprctl reload,9490
hyprctl clients | grep xwayland,9491
hyprctl logs,9492
hyprctl clients ,9493
hyprctl cursorinfo,9494
hyprctl monitors ,9495
hyprctl devices,9496
hyprctl activewindow,9497
hyprctl logs,9498
fs,9499
env | grep WAYLAND_DISPLAY,9500
ls,9501
cd dot,9502
gs,9503
pwd,9504
ls,9505
btop,9506
paru -Sy,9507
paru -Syu,9508
pwd,9509
lsd,9510
du | where physical > 1gb,9511
du | where physical > 700mb,9512
cd,9513
du | where physical > 700mb,9514
y,9515
trash-list ,9516
trash-empty ,9517
ls,9518
cd,9519
ls,9520
paru -Ss sway,9521
paru -Q | grep wl-clipboard,9522
paru -Q | grep copyq,9523
ls,9524
pwd,9525
btop,9526
paru -Q | grep intel,9527
cat /sys/firmware/,9528
cd /sys/firmware/,9529
ls,9530
tree,9531
z,9532
ls /sys/firmware/efi,9533
paru -Q | grep mesa,9534
dmesg,9535
sudo dmesg,9536
sudo dmesg | grep nvidia,9537
sudo dmesg | grep nouveau,9538
cd dot,9539
ls,9540
gs,9541
git restore hyprland/.config/hypr/config/animation.conf,9542
git restore hyprland/.config/hypr/config/look_and_feel.conf,9543
hyprctl reload,9544
paru -Q | grep vulkan-nouveau,9545
cd dot,9546
cd dotfiles,9547
cd hyprland/.config/hypr/,9548
v,9549
cd hyprland/.config/hypr/,9550
v,9551
cd ..,9552
v,9553
cd dotfiles,9554
git restore hyprland/.config/hypr/hyprpaper.conf,9555
gs,9556
v,9557
cd dotfiles/hyprland/.config/hypr/,9558
v,9559
ls,9560
git restore config/look_and_feel.conf,9561
gs,9562
v,9563
gs,9564
ga,9565
gc,9566
"gc ""Config: hypr""",9567
gs,9568
gp,9569
cd rust_lang/,9570
ls,9571
z,9572
cd rust_lang/,9573
nv,9574
hyprctl clients | grep xwayland,9575
nv,9576
cd dotfiles/hyprland/.config/hypr/,9577
v,9578
nv,9579
hyprctl reload,9580
ls,9581
gs,9582
git restore animation.conf,9583
gs,9584
fs,9585
cd ~/dotfiles/themes/.themes/,9586
ls,9587
y,9588
ls,9589
fs,9590
cd ~/dotfiles/themes/.themes/,9591
cd ~/dotfiles/,9592
ls,9593
gs,9594
git restore gtk3/.config/gtk-3.0/settings.ini gtk4/.config/gtk-4.0/settings.ini,9595
git restore hyprland/.config/hypr/config/env.conf ,9596
gs,9597
fs,9598
gs,9599
fs,9600
hyprctl reload,9601
fs,9602
y,9603
y,9604
fs,9605
cd hypr,9606
v,9607
fs,9608
lspci -d,9609
lspci -d ::03xx,9610
la -l /dev/dri/by-path/,9611
pws,9612
pwd,9613
p,9614
cd hypr,9615
v,9616
gs,9617
fs,9618
lspci -d ::03xx,9619
dmesg | grep nvidia,9620
sudo dmesg | grep nouveau,9621
paru -S nwg_look,9622
paru -S nwg-look,9623
fs,9624
y,9625
paru -Qi nwg-look,9626
fs,9627
y,9628
paru -Rns nwg-look,9629
y,9630
cd hypr,9631
gs,9632
y,9633
ls,9634
gs,9635
git restore ~/dotfiles/gtk3/.config/gtk-3.0/settings.ini ,9636
gs,9637
fs,9638
cd hypr,9639
gs,9640
ga,9641
"gc ""Config: hypr""",9642
gp,9643
hyprctl clients | grep xwayland,9644
"lscpi | grep -E ""VGA|3D""",9645
paru -Q | grep hyprland,9646
v,9647
ls,9648
cd hypr,9649
gs,9650
git diff config/env.conf,9651
ls,9652
git diff config/env.conf,9653
gs,9654
y,9655
ga,9656
"gc ""Config: hypr""",9657
gp,9658
cd /usr/share/sddm/,9659
ls,9660
cd themes/,9661
ls,9662
cd ..,9663
ls,9664
y,9665
y,9666
ls,9667
cd simple/,9668
ls,9669
sudo cp ~/Images/anime/girl.png Backgrounds/,9670
ls,9671
ls Backgrounds/,9672
cd ~/Images/anime/,9673
ls,9674
sudo nvim theme.conf,9675
cd /usr/share/sddm/themes/,9676
ls,9677
cd simple/,9678
sudo cp ~/Images/anime/anime_girl/wallpaperflare.com_wallpaper2.jpg Backgrounds/,9679
ls Backgrounds/,9680
sudo nvim theme.conf,9681
cd /usr/share/sddm/themes/simple/,9682
ls Backgrounds/,9683
sudo nvim theme.conf,9684
sudo cp ~/Images/my-images/bindesh.png Backgrounds/,9685
sudo nvim theme.conf,9686
cd /usr/share/sddm/themes/simple/,9687
ls,9688
ls Backgrounds/,9689
sudo nvim theme.conf,9690
y,9691
cd hypr,9692
v,9693
hyprctl reload,9694
ls,9695
cd /usr/share/sddm/themes/simple/,9696
sudo cp ~/Images/Fav/wichcraft.jpg Backgrounds/,9697
ls,9698
cd /usr/share/sddm/themes/simple/,9699
ls Backgrounds/,9700
sudo nvim theme.conf,9701
paru -Qi sddm,9702
paru -Ss ly,9703
paru -S ly,9704
ls,9705
cd nv,9706
nv,9707
cd hypr,9708
nv,9709
v,9710
ls,9711
z,9712
cd /usr/share/sddm/themes/simple/,9713
sudo cp ~/Images/Fav/Balcony-ja.png Backgrounds/,9714
sudo nvim theme.conf,9715
y,9716
w,9717
y,9718
cd /usr/share/sddm/themes/simple/,9719
sudo cp ~/Images/Fav/code.png Backgrounds/,9720
sudo nvim theme.conf,9721
cd hypr,9722
bluetoothctl,9723
cd Downloads/,9724
y,9725
y,9726
ls,9727
fs,9728
paru -Sy,9729
paru -Syu,9730
ls,9731
pwd,9732
cd dot,9733
gs,9734
ga,9735
"gc ""Config: hypr""",9736
gp,9737
cd nushell,9738
la,9739
cd .config/,9740
cd nushell/,9741
la,9742
pS mousepad,9743
pu,9744
pU,9745
puu,9746
pe ,9747
pq yazi,9748
pqi yazi,9749
pss mousepad,9750
nvim ,9751
ls,9752
gs,9753
ga,9754
"gc ""Config: nushell""",9755
gs,9756
gp,9757
z,9758
ps,9759
cd nv\,9760
cd nv,9761
v,9762
cd hypr,9763
v,9764
ga,9765
"gc ""Config: hypr""",9766
gp,9767
git log,9768
cd dot,9769
git log,9770
la,9771
fs,9772
y,9773
cd hypr,9774
v,9775
cd waybar,9776
ls,9777
v,9778
ls,9779
pu,9780
puu,9781
y,9782
z nv,9783
ls,9784
cd rust_lang/,9785
ls,9786
pwd,9787
y,9788
ls,9789
pwd,9790
ls,9791
yazi -h,9792
y,9793
btop,9794
tmux,9795
ls,9796
pw,9797
pwd,9798
tmux new -s rio,9799
ls,9800
pwd,9801
cd dotfiles/,9802
gs,9803
y,9804
gs,9805
cd dotfiles/,9806
gs,9807
ga,9808
"gc ""Config: hypr""",9809
gp,9810
cd waybar,9811
ls,9812
la,9813
cd .config/waybar/,9814
v,9815
gs,9816
gr style.css,9817
gs,9818
v,9819
cd dotfiles/,9820
gs,9821
y,9822
cd hypr,9823
cd swaync,9824
ls,9825
cd hypr,9826
y,9827
v,9828
cd dotfiles/,9829
gs,9830
ga,9831
"gc ""Config: hypr""",9832
gp,9833
y,9834
cd /usr/share/sddm/themes/simple/,9835
sudo cp ~/Images/anime/traveling.jpg Backgrounds/,9836
ls,9837
sudo nvim theme.conf,9838
cat theme.conf,9839
cd /usr/share/sddm/themes/simple/,9840
sudo cp ~/Images/anime/forest.jpeg Backgrounds/,9841
sudo nvim theme.conf,9842
pu,9843
puu,9844
y,9845
gs,9846
gr style.css,9847
y,9848
cd nv,9849
v,9850
cd hypr,9851
v,9852
cd nv,9853
v,9854
gs,9855
cd hypr,9856
gr config/look_and_feel.conf,9857
nv,9858
puu,9859
ls,9860
la,9861
sudo -E timeshift-gtk,9862
cls,9863
y,9864
sys temp,9865
ls,9866
"nmcli dev wifi connect ""Redmi Note 10"" password bindesh1010",9867
nmcli dev wifi connect Redmi Note 10 password bindesh1010,9868
nmcli dev wifi connect 'Redmi Note 10' password bindesh1010,9869
fzf,9870
cd dotfiles/,9871
fzf,9872
v $(fzf),9873
bash,9874
z nushell,9875
v,9876
cd .config/nushell/,9877
v,9878
la,9879
fzf --style full --preview 'fzf-preview.sh {}' --bind 'focus:transform-header:file ==bref {}',9880
